Title,DOI,Article Type?,Year,Courses:,keyword themes,Inclusive Teaching  included?,Inclusive Teaching Description,Word Count of Inclusive Teaching?,Attended Workshop?,article_num,Group Year
Building student literacy and metacognition through reading science in the news,https://doi.org/10.24918/cs.2019.37,Lesson,2019,Introduction Biology,"metacognition, Stem cells, science literacy, cloning, genetically modified organisms, human genetic disease, science news",Yes,"students read a range of science news articles from a variy of sources related directly to the class content and relevant to their lives outside of college. throughout the term students compled five scientist spotlight activities where they read science news stories and wrote short responses about scientists, including women and people of color who are often underrepresented in sciences, conducting research directly related to course content (24). scientist spotlights have been shown to lead to increased student understanding of and identification as scientists (24). during class sessions, students had multiple opportunities to interact with the material from the news articles and demonstrate their knowledge and understanding of the content. in class, we used name tents to learn and use students' names, always had students work in small groups before participating in a full class discussion, changed roles that students had on in-class activities, including varying the reporter, and provided opportunities for students to reflect on both their previous exposure to scientific and social controversies and ways that the course content was relevant to their own lives.",177,No,84,2019 - 2022
The Avocado Lab: An Inquiry-Driven Exploration of an Enzymatic Browning Reaction,https://doi.org/10.24918/cs.2019.38,Lesson,2019,"Biochemistry and Molecular Biology, Introduction Biology","enzymes, controls, enzyme inhibition",Yes,"each student tests a different hypothesis, and the entire class must share data at the end to comple a picture, making each student's contribution equally important. for the five minute, in-class oral presentation, students work in pairs to alleviate presentation anxiy. the time allotted for in-class preparation gives equivalent time and resources to all students. because this lab does not require any special equipment or technical skills, students with physical disabilities are inherently accommodated.",74,No,83,2019 - 2022
Fruit Fly Genetics in a Day: A Guided Exploration to Help Many Large Sections of Beginning Students Uncover the Secrets of Sex-linked Inheritance,https://doi.org/10.24918/cs.2019.39,Lesson,2019,Genetics,"Mendelian Genetics, fruit fly biology, sex-linked inheritance",Yes,"this lesson is designed to engage a number of different learning preferences (visual, physical, social, logical) and therefore material and ideas are considered in multiple ways, though we acknowledge that there is not strong evidence linking student learning gains to pedagogy focused on the learning preference. for example, visual learners are accommodated with powerpoint lectures, physical learners by hands-on activity with the living organisms, logical learners through conceptual problem-solving with the associated workshe, and social learners by peer group discussions engaging the lesson. all students are challenged with different approaches to learning. furthermore, it is a group activity in which at least 2-3 students are expected to work togher, facilitating contributions from diverse perspectives that can be enlightening, refreshing, and inspiring. although we typically allow students to self-select into groups, in our experience, individuals in such lab groups tend to take on unique roles that are in line with their diverse academic strengths and personalities. for example, one student may have solid skills working with data and numbers but lack experience with live subjects. another might learn bter by hands-on activities and already have some good experience in field biology. this would be a naturally successful pair. encouraging students to approach the work in the way that is most helpful to them is beneficial. finally, the topic inherently involves questions of inheritance and family, which are subjects of natural interest to a variy of identities.",235,No,82,2019 - 2022
Translating Co-Translational Translocation,https://doi.org/10.24918/cs.2019.40,Lesson,2019,Cell Biology,"Topology, co-translational translocation, endoplasmic reticulum, protease protection assay, secretory proteins, signal sequence, transmembrane proteins",Yes,"this lesson is inclusive because it provides multiple different types of opportunities for students to engage with the material and other members of the class. the strip sequences provide a physical and visual way to interact with the material. the workshes require students to draw representations of proteins. the peer and group discussions allow the contribution of many student perspectives. anonymous clicker questions allow everyone, even students who don't want to work in groups or speak aloud, to respond to questions.",81,No,81,2019 - 2022
"Teaching students to read, interpret, and write about scientific research: A press release assignment in a large, lower-division class",https://doi.org/10.24918/cs.2019.41,Lesson,2019,"Cell Biology, Science Process Skills","cell biology, Science Communication, scientific literacy, Graduate Teaching Assistant Professional Development, Biological Literacy, Primary Research, Writing Skills",Yes,"the lesson here aligns with principles of universal design and inclusive teaching by providing multiple means of engagement and expression. student work on this assignment includes a diverse s of modes: independently reading text and interpring figures, communicating findings in writing, and discussing a research paper's conclusions with a group. these pieces are structured throughout the semester and grading rubrics are posted in advance, thus aligning with the inclusive teaching goal of providing clear expectations for success. because the goal is to write a press release for a nonexpert audience, the assignment encourages inclusive thinking about the value of science – one need not be a research scientist to connect with science research. additionally, as structured here, this lesson includes a vast diversity of scientific research – each tutorial section reads and interprs a different paper, chosen by that section's gta. the large group of gtas, who are very diverse in terms of cultural identity as well as scientific focus, provide a variy of role models to our equally diverse student body. while each student sees only their own gta and research article, it is still an improvement over one article chosen by the instructor for the whole group. finally, for the group work across the course, the gtas are coached on a student-centered approach to small-group facilitation.",218,No,80,2019 - 2022
It's a bird! It's a plane! It's biomechanics!,https://doi.org/10.24918/cs.2019.42,Lesson,2019,"Anatomy-Physiology, Ecology, Evolution","Evolution, ecology, bat, physiology, Anatomy, bird, Flight, forces, insect",Yes,"the teaching tidbit is designed to include all participants through individual and group questions and discussion throughout the lesson. everyday examples are used in the lesson so that all students can connect with the material. the activities suggested range from open discussion to ""think-pair-share,"" which engages students with a variy of comfort levels with in-class participation. the graphics, photographs, and videos used are large and clear, making them easy to see, and all images are ""free to use"" from open sources online (creative commons, unsplash, and wikimedia). information in this lesson is presented both orally and visually so that those with different learning preferences are accommodated. while the lesson makes comparisons bween aircraft and flying animals, the use of naturebased examples provides everyone in the classroom with the ability to connect to the material regardless of background.",137,No,79,2019 - 2022
Teaching Biodiversity with Museum Specimens in an Inquiry-Based Lab,https://doi.org/10.24918/cs.2019.45,Lesson,2019,"Ecology, Evolution, Introduction Biology","data analysis, natural history, phylogeny, Biodiversity, mammals, Allen's Rule, Bergmann's Rule, ecogeography, museum research",Yes,"the module allows for multiple learning styles to be simultaneously addressed. students see the diversity and variation of animals, discuss their research projects with the instructor and their peers, and are given the opportunity to handle and measure specimens. in addition, the research project allows students to fill numerous roles including specimen handler, measurer, data collector, data sifter, statistician, graphic designer, and presenter. based on the geographic range made possible by vertn, students can also leverage the diversity of their group to form predictions on nationwide or even global variation in a species. for students with little outdoor experience, the urban ecology of a university's campus provides for rich hypotheses regarding urban vs. suburban vs. rural populations. by choosing charismatic species that are found on or near campus such as squirrels, the lesson includes every student, even those with limited previous engagement with wildlife.",144,No,78,2019 - 2022
Fly Exercise: A Simple Experiment to Test the Physiological Effects of Exercise on a Model Organism,https://doi.org/10.24918/cs.2019.46,Lesson,2019,"Biochemistry and Molecular Biology, Introduction Biology, Science Process Skills","exercise, enzyme kinetics, metabolite concentration, model species, physical activity",Yes,"the topic of physical exercise is relevant and engaging to a broad suite of students, as exercise affects everyone, but affects everyone differently, based on both genic and environmental factors. the extent of variation bween individuals is only just being appreciated. exercise resistance, for example, is a new field of research, which looks at individuals who may be predisposed genically or epigenically to have a weak or absent mabolic response to exercise (24). there are only a handful of genes that are predicted to influence exercise response, and although these have been identified in some studies, follow up research has had limited success in verifying their roles (35), likely underscoring the variability in this system and the need for broader research. in this exercise, differences bween individuals can be observed in how exercise affects fly lines and sexes differently. in fact, because of the ease of using a variy of fly lines and many individuals, the experiment can very effectively demonstrate how exercise has more complicated and diverse physiological effects than what many people may believe. the focus of the experiment is closely related to real-world problems, such as sedentary lifestyles, obesity, and cardiovascular complications, which could encourage more students to become engaged in an alternative hands-on learning environment, as opposed to a typical didactic lecturebased classroom (36,37). working in small groups allows students to distribute tasks and share responsibility in their experiment, encouraging cooperation while maintaining individual responsibilities. discussing questions relevant to the lesson in these groups can act as an interactive low-stress learning environment to students, that encourages multiple perspectives and ideas that creates an open learning environment to students.",272,No,77,2019 - 2022
"Using Place-Based Economically Relevant Organisms to Improve Student Understanding of the Roles of Carbon Dioxide, Sunlight, and Nutrients in Photosynthetic Organisms",https://doi.org/10.24918/cs.2018.1,Lesson,2018,"Cell Biology, Ecology, Introduction Biology, Plant Biology","energy, photosynthesis, biomass",Yes,"this activity includes a variy of active learning instructional techniques (e.g., think-pair-share, clicker questions) because the active engagement of college students in stem classes has been shown to increase student performance and decrease the failure rate when compared to classes where the predominant instructional mode is traditional lecturing (23). additional work has revealed that active learning also decreases the achievement gap for first-generation and other underrepresented students (24). overall, 41.6% of the full time students in the university of maine system are first-generation students (https://staticweb.maine.edu/wp-content/uploads/2016/02/first-generation-report-to-the-legislature2015.pdf?565a1d); therefore, it was important to our group that we use instructional techniques that support their learning.

we also used examples that are economically relevant to the state of maine throughout the lesson, and observed that students became more engaged when the discussion included an organism important to their community. for example, when students with experience in the timber industry were shown predicted changes in tree species community structure that correlated with an increase in global temperature, they commented on the potential economic disadvantages to their area. students living in the potato farming region of the state commented on the specifics of how fertilizers are used and the effects these chemicals have on their community over time. finally, at a campus near the coast, students connected the lesson to research on sugar kelp that was being conducted in their department.

although the examples in this lesson focused on maine industries, we encourage instructors to modify the lesson to connect it to economically relevant photosynthic organisms in their own area. we used organisms that are grown in a variy of ways with both terrestrial (potato and timber) and aquatic (sugar kelp) examples to provide a variy of contexts in which students could apply photosynthic concepts. to extend this work into other regions, instructors can consult data about local crop production (e.g. https://www.nass.usda.gov/charts_and_maps/; https://ipad.fas.usda.gov/), guides focused on aquatic photosynthic organisms (e.g. https://aquaplant.tamu.edu/plant-identification/; http://www.algaebase.org/), and information about farming in the ocean (e.g. https://ideas.ted.com/vertical-ocean-farms-that-can-feed-us-and-help-our-seas/; https://www.npr.org/sections/thesalt/2017/08/22/542903378/scientists-hope-to-farm-the-biofuel-of-the-futurein-the-pacific-ocean; https://www.frontiersin.org/articles/10.3389/fmars.2017.00100/full).

",324,No,76,2014 - 2018
Bad Science: Exploring the unethical research behind a putative memory supplement,https://doi.org/10.24918/cs.2018.4,Lesson,2018,Science Process Skills,"bioethics, evaluation, Pseudoscience, Recognizing bad science, Science process skills",Yes,"this lesson was designed for second-year non-science majors, but is has also been used for third-year science majors. it teaches practical and essential scientific literacy skills by having students analyze data that a real company reports on its website about a real—and controversial—food supplement.

we designed the lesson to involve all students. everyone comples the preparatory preclass work. we project the ted talk (https://www.ted.com/talks/molly_crockt_beware_neuro_bunk) with closed captioning, and students can refer to the transcript of the talk while they comple the in-class activities. everyone becomes an expert in the first half of the jigsaw, and everyone shares their expertise in the second half of the jigsaw. the jigsaw format, in particular, promotes inclusive teaching (21). 

the students learn through many different strategies, including individual writing and large and small group discussions. the number of strategies means that students who favor different approaches to learning will benefit from this lesson. small groups can be formed through a variy of mechanisms that promote inclusion in ways that reflect each instructor’s overarching goals for a course (23).

",173,No,75,2014 - 2018
Priority Setting in Public Health: A lesson in ethics and hard choices,https://doi.org/10.24918/cs.2018.5,Lesson,2018,Science Process Skills,"public health, ethics ramifications of one's decisions, role of science in society",Yes,"the case used in this lesson invites different opinions about the 'right' course of action for a medical team. either choice may be justifiable depending on the moral theory that serves as a guide. given the absence of a 'correct' answer, students are encouraged to explore different points of view without fear of being 'wrong'. students often feel strongly about what the medical team should do, but the format of the lesson creates a safe space for them to hear other viewpoints and express their own.",86,No,74,2014 - 2018
Using a Sequential Interpretation of Data in Envelopes (SIDE) approach to identify a mystery TRP channel,https://doi.org/10.24918/cs.2018.7,Lesson,2018,"Anatomy-Physiology, Cell Biology, Nuerobiology","Cell communication, Channel specificity and activation, Limitations of tools of Cell Biology, Neuronal Signaling",Yes,"having students work in small groups encourages more involvement with the material and creates a collaborative learning environment. to ensure that each student in the group has a chance to engage with the activity and handle the pieces of paper, we recommend that instructors limit groups to three students each.

each student has their own workshe so they are able to write down their own ideas.

the end-of-class discussion highlights the need for diversity in science, emphasizing how more diverse scientists minimize the potential for bias in scientific reasoning (8). the importance of repeating experiments is also emphasized.",96,No,73,2014 - 2018
How to Design a Classroom Activity that Integrates 3D Print Models with Active Learning,https://doi.org/10.24918/cs.2018.8,Teaching Tools and Strategies,2018,Introduction Biology,"active learning, 3D print models, classroom jigsaw",Yes,"performing a classroom jigsaw activity helps build an inclusive classroom environment by encouraging the participation and engagement of all learners (1,2,7). students are given roles and responsibilities to develop knowledge within expert groups, and their individual contributions are necessary for the complion of the activity. the collaborative teamwork with multiple ideas and viewpoints can help students recognize the importance of having diverse perspectives to solve a problem, which is reflective of scientific discovery. further, using 3d print models involves multiple modes of instruction and makes learning more accessible to individuals with sight or hearing impairments.",95,No,72,2014 - 2018
Discovering Prokaryotic Gene Regulation with Simulations of the trp Operon,https://doi.org/10.24918/cs.2018.9,Lesson,2018,"Genetics, Introduction Biology, Microbiology","prokaryotes, gene regulation, attenuation, feedback inhibition, repressible operon, trp operon",Yes,"students can work in small groups, ranging from two to four students, promoting the exchange of ideas among themselves, and encouraging feedback from peers when individual instructor feedback is not readily available. this type of classroom dynamic has been shown to be beneficial for fostering student gains in underrepresented student groups, such as first-generation college and black students (24). additionally, the lesson utilizes computational modeling, a tool not typically used at the introductory level. the computer-based learning medium may appeal to a variy of students, including some who struggle to succeed with traditional teaching techniques.",95,No,71,2014 - 2018
Discovery Poster Project,https://doi.org/10.24918/cs.2018.10,Lesson,2018,"Introduction Biology, Science Process Skills","research, primary literature, Poster, core concepts",Yes,"the discovery poster project allows students to explore current research of interest to them and important issues related to the biological sciences. student interests and ownership encourage the representation of a broad range of topics. the variy of ""experts"" who are interviewed and profiled in the posters yields a collection of scientists, with diverse backgrounds, and career paths. the diversity of the scientists is limited, however, by the diversity of those available on campus or broader area identified by the instructor. development and presentation of a poster encourages students to creatively engage with their topics.",95,No,70,2014 - 2018
The Leaky Neuron: Understanding synaptic integration using an analogy involving leaky cups,https://doi.org/10.24918/cs.2018.11,Lesson,2018,Nuerobiology,"neuron physiology, spatial summation, synaptic integration, temporal summation, threshold",Yes,"students work in small groups requiring cooperation, distribution of tasks, group discussion as well as individual assessments. students in a group each had different tasks and could select a task that they could accomplish.",34,No,69,2014 - 2018
"A flexible, multi-week approach to plant biology - How will plants respond to higher levels of CO2?",https://doi.org/10.24918/cs.2018.13,Lesson,2018,"Introduction Biology, Plant Biology","statistics, plants, photosynthesis, carbon dioxide, communicating science, group work, Resource Allocation, Respiration, Stomata",Yes,"this module is designed to mimic a true research experience as students apply findings from each week's lesson to inform hypotheses for the following weeks' lessons. by accurately representing the nature of science and scientific knowledge, these lessons promote problem-solving and curiosity as opposed to rote memorization. in doing so, students of all backgrounds find intellectual substance through active learning and have a chance to grow in their understanding of the nature of science, regardless of prior background.

in addition, students work in small, collaborative groups throughout the module. in these groups, students leverage each other's strengths and knowledge as they make predictions, test those predictions, gather evidence, analyze data, and communicate results. furthermore, the module includes a breadth of activities including manipulation of live plants, conducting primary literature research, discussing/debating results, and cowriting/peer-editing the final lab report. activities such as these that utilize multiple representations and engage students in multimodal experiences to promote inclusive learning for all races and hnicities (41).

",161,No,68,2014 - 2018
Wikipedia in the Science Classroom,https://doi.org/10.24918/cs.2018.14,Teaching Tools and Strategies,2018,"Introduction Biology, Science Process Skills","scientific writing, critical evaluation, Wikipedia, writing for general public",Yes,"all students take ownership of a topic and an article of their choice. each student has the flexibility to evaluate and edit an article of his/her choice and share their process with others in the class in peer review and interactive sessions. students share not only their expertise in a topic but also their process in evaluation and editing to provide shared experiences with the writing process. these types of small, student-led discussions and presentations have been shown to enhance engagement, motivation, and learning of all students (11).",88,No,67,2014 - 2018
An Introduction to Eukaryotic Genome Analysis in Non-model Species for Undergraduates: A tutorial from the Genome Consortium for Active Teaching,https://doi.org/10.24918/cs.2017.1,Lesson,2017,"Bioinformatics, Genetics Science Process Skills","Speciation, genome evolution, genetic variation",Yes,"the successful complion of this tutorial requires every student to comple their assigned portion of the analysis, enforcing inclusion and encouraging cooperation in overcoming hurdles. the active learning required at each step of the manual, and teamwork that instructors should encourage to comple tutorials questions, may help students from varying backgrounds engage in this challenging area. the gcat-seek nwork has recently compled faculty-development workshops at several minority-serving institutions (msis). we will monitor implementation and efficacy of the lesson at those institutions in comparison to non-msis to dermine and adjust protocols to relevant challenges.",93,No,66,2014 - 2018
A new approach to course-based research using a hermit crab-hydrozoan symbiosis,https://doi.org/10.24918/cs.2017.2,Lesson,2017,"Ecology, Evolution, Introduction Biology, Science Process Skills","behavior, parasitism, Symbiosis, mutualism, commensalism",Yes,"beyond the simple prerequisite of an introductory-biology course, any student can participate in the activities we describe. we structure our student groups around common interests and offer several opportunities for individuals to ""play to their strengths"" during the collaboration. in the final group-member evaluation, individuals are encouraged to consider all the ways that each member contributed to the effort, from finding key articles, to imagining new ways of designing experiments, to developing a particularly engaging final presentation.",77,No,65,2014 - 2018
Using QIIME to Interpret Environmental Microbial Communities in an Upper Level Metagenomics Course,https://doi.org/10.24918/cs.2017.3,Lesson,2017,"Biochemistry and Molecular Biology, Introduction Biology, Ecology, Microbiology",microbiome,Yes,"the lesson uses a scaffolded approach by providing students with preactivity workshes and online video tutorials. we assign the workshes as homework to minimize stress and to allow students time to research the tools and formulate their answers. we provide the workshes both as physical handouts and as editable electronic documents. the ongoing video tutorial series can be shown in the classroom or used as a stand-alone resource on the basics of qiime and the command line interface. the videos we developed are hosted on youtube (see supporting file s4 for a list and links), and therefore complely public and free to use. using qiime, a free-to-download software, rather than expensive bioinformatics tools increases the likelihood that those who do not have access to commercial tools are still able to learn. also, with inclusion in mind, the videos do not assume the viewer has extensive technical knowledge and they do not skip steps. every video is closed-captioned to increase accessibility. finally, during the in-class qiime activities, we check student progress at each step to ensure nobody falls behind. often, these check-ups encourage students to help each other, promoting peer discussion and learning.",192,No,64,2014 - 2018
Using Yeast to Make Scientists: A Six-Week Student-Driven Research Project for the Cell Biology Laboratory,https://doi.org/10.24918/cs.2017.4,Lesson,2017,"Cell Biology, Science Process Skills","yeast, growth curve, cell proliferation, viability",Yes,"students can self-select their partners for the group projects, which typically consist of three or four members. the group is then free to choose the topic they wish to investigate, allowing them to express their individuality and diversity. alternatively, an instructor can assign students to lab groups, requiring diverse groups of students to interact inside and outside of the laboratory. however, based on personal observation, we prefer to allow students to self-select their groups because students pick other students with whom they feel comfortable working. in addition, self-selected groups tend to mimic real-world working groups more than randomly assigned groups because both self-selected groups and real-world working groups are usually composed of one or two people who know each other plus others who may not (16). indeed, self-selection appears to add more value to the students' experience when considering communication, enthusiasm, pride, and attitude towards their work (16). the groups are free to divide the work among members based on students' preferences and/or strengths. in addition, this laboratory module includes four different styles of assessment in an attempt to address the diversity of student backgrounds and preferences.",187,No,63,2014 - 2018
In-class peer grading of daily quizzes increases feedback opportunities,https://doi.org/10.24918/cs.2017.6,Teaching Tools and Strategies,2017,Introduction Biology,"foundational knowledge, graphical interpretation, technical terms",Yes,"in our model, peer grading supports diverse ways for students to engage with content. it encourages use of both student- and discipline-appropriate language, promoting diverse ""ways of knowing"". learners gain access to immediate feedback on misconceptions and additional opportunities to ask ""stupid"" questions. many students are more inclined to ask such questions of peers, than of the instructor. individual preclass preparation for each class session promotes cognitive effort of all students, while allowing them to participate in ways that they feel comfortable with during the discussions.",86,No,62,2014 - 2018
Grow the Gradient: An interactive countercurrent multiplier game,https://doi.org/10.24918/cs.2017.7,Lesson,2017,"Anatomy-Physiology, Introduction Biology","countercurrent multiplier, excretory system, kidney, loop of Henle, membrane transport",Yes,"students work in small groups, developing teamwork skills with a diverse peer group. students are exposed to multiple learning modalities as they manipulate pieces on a game board, record data, discuss with peers, and answer written questions.",37,No,61,2014 - 2018
A simple way for students to visualize cellular respiration: adapting the board game MousetrapTM to model complexity,https://doi.org/10.24918/cs.2017.8,Lesson,2017,Introduction Biology,"ATP, Glycolysis, Cellular Respiration, Electron Transport Chain, Krebs Cycle",Yes,"inclusive teaching requires the intentional addition of activities that allow individuals to connect with each other to observe differences in learning and communication style and to see how others process and interpr content knowledge. the activity requires that students work togher in small groups, providing an opportunity for peer-to-peer interaction and teaching. the activity engages both tactile and visual senses. when the model/game is triggered at the end of assembly, students discuss questions about cellular respiration and are encouraged to use the model to articulate their questions and defend their answers. students taking stem courses (8) frequently mention these changes to the traditional lecture classroom in surveys. the integration of active learning activities into the college classroom has been shown to enhance the learning of most students (2), and may be particularly effective for underserved and minority students (9, 10).",140,No,60,2014 - 2018
"Meiosis: A Play in Three Acts, Starring DNA Sequence",https://doi.org/10.24918/cs.2017.9,Lesson,2017,"Cell Biology, Genetics, Introduction Biology","recombination, meiosis, DNA sequence, Crossingover, chromosome structure, Holliday junction, homology",Yes,"some students are involved in acting and kinesthic learning using the large paper (""demonstration"") strips of chromosomes. others are observers who can see the big picture in a way that individualactors may not. in a large classroom, smaller versions of the chromosomes (""audience strips"") can be printed on standard 8.5 x11"" paper so that all students have models to manipulate. all students are encouraged to use reasoning skills and help each other make connections with material learned in a different context.",81,No,59,2014 - 2018
Discovering Cellular Respiration with Computational Modeling and Simulations,https://doi.org/10.24918/cs.2017.10,Lesson,2017,Introduction Biology,"Cellular Mechanisms, Cellular Respiration, Fermentation",Yes,"this lesson supports inclusive teaching primarily in two ways. first, students work in small groups. this structure allows students to express their understanding and questions and g feedback from peers when individual instructor feedback is not frequently available. second, the lesson applies modern technology (i.e. simulations) used in science research not typically experienced by introductory students. the computer-based learning medium may appeal to different students than traditional w laboratories, lectures, and textbook reading. simulations can show students how life sciences are related to computing and could help students to understand other model-based phenomena such as predicting the weather and understanding climate change.",102,No,58,2014 - 2018
An active-learning lesson that targets student understanding of population growth in ecology,https://doi.org/10.24918/cs.2017.11,Lesson,2017,"Ecology, Introduction Biology","population growth, exponential growth, logistic growth, population ecology, growth rate, Density, Abundance, carrying capacity, linear growth",Yes,"this lesson seeks to create a learning environment where students' academic, social, and cultural backgrounds can be an ass to their learning. we fostered this inclusive teaching environment through incorporating a variy of different teaching mhods to me the needs of students with diverse learning preferences, abilities, and backgrounds (23,24). for example, the concepts were presented and available to students on projected slides, the student workshe, and through instructor and peer-led discussion. when questions were presented, students were given the opportunity to first think and write on their own, then discuss in small groups, and finally report out to the entire class. in addition, we used an anonymous response system (clickers) with peer discussion to reduce student discomfort (25) and promote a collaborative learning environment (26-28)",126,No,57,2014 - 2018
Promoting Climate Change Literacy for Non-majors: Implementation of an atmospheric carbon dioxide modeling activity as an inquiry-based classroom activity,https://doi.org/10.24918/cs.2017.12,Lesson,2017,"Introduction Biology, Science Process Skills","modeling, Excel, quantitative, climate change, Environmental Biology, atmospheric carbon dioxide",Yes,"this lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. as a result, it creates an inclusive atmosphere for students with different learning preferences. by working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.",54,No,56,2014 - 2018
"This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.",https://doi.org/10.24918/cs.2017.13,Lesson,2017,"Biochemistry and Molecular Biology, Bioinformatics, Genetics","bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure",Yes,"these modules make use of multiple approaches to facilitate learning about gene structure and using the genome browser. students can watch videos that explain concepts such as splicing and phase, and explain use of a bioinformatics tool (e.g., the genome browser). each module also has short readings to explain key terms and concepts, and requires students to use the genome browser to visually explore dna sequence and other genomic features to study gene structure. while there are a number of approaches that instructors have used in the classroom, the most often used is a team-based, cooperative approach where students work togher to understand eukaryotic gene structure and produce a gene model by the end of the module six. in these classrooms, instructors work closely with student teams to ensure that all groups of students are included and that all students me the learning objectives.

the modules also expose students to an important bioinformatics research tool, the genome browser, and uses it as a pedagogical tool. the ucsc genome browser, the gep ucsc genome browser mirror, and others, are publicly available online. the modules provide training in the use of these freely available tools to understand complex biological phenomena. they also train students so that they are ready to participate in a course-based research experience involving gene annotation. the modules have been successfully implemented in community colleges and 4-year colleges/universities, where students have a wide range of levels of preparation.

",238,No,55,2014 - 2018
Serotonin in the Pocket: Non-covalent interactions and neurotransmitter binding,https://doi.org/10.24918/cs.2017.14,Lesson,2017,Biochemistry and Molecular Biology,"active site, binding, binding site, hydrogen bonding, hydrophobic effect, ionic interactions, non-covalent forces",Yes,"since this lesson reviews knowledge of noncovalent forces from previous courses, it is common that different students will remember this background knowledge differently.  therefore, each student has the potential to contribute to the group work.  the students are instructed to create a binding site by choosing the appropriate interaction at each position.  again, each student has the potential to contribute to the group effort.  because the chosen binding site is the basis for the remainder of the lesson, the team is motivated to consider all possibilities to ensure a successful outcome. 

the lesson includes interpration of both text and diagrams creating a need for different learning modalities.

",107,No,54,2014 - 2018
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences,https://doi.org/10.24918/cs.2017.15,Teaching Tools and Strategies,2017,Genetics,"genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing",Yes,"ecause this resource examines the complexities of using genic technologies, a diversity of perspectives is a valuable element to incorporate into the discussions. indeed, if learners approached these cases with a single point of view, the discussion itself would not be as successful in examining multiple viewpoints on these cases. with respect to the clicker questions in particular, sample compiled data (9) demonstrate that a range of opinions were offered by first year medical students, which in terms of professional focus, might be considered a relatively homogenous group. however, they still revealed a range of views on these complex issues, as was also seen in the classroom discussion cases.

importantly, the case collection also addresses racial and hnic diversity with the introduction of a case that examines the differences bween precision medicine based on genic predisposition versus health care decisions based on racial categorization.

",143,No,53,2014 - 2018
Building Trees: Introducing evolutionary concepts by exploring Crassulaceae phylogeny and biogeography,https://doi.org/10.24918/cs.2017.16,Lesson,2017,"Evolution, Introduction Biology","Evolution, phylogenetics, Tree thinking, biogeography",Yes,"students work collaboratively in instructor-assigned groups to comple the majority of the work. some out-of-class assignments are compled independently, but these activities may be modified for in-class and/or group complion. all computer-based activities use open-access software programs available for free download and are compled in-class on institutional desktop computers, thus avoiding disadvantaging students who may not otherwise have access. these lessons focus on incorporating visual, auditory, and kinesthic learning experiences, as well as offering activities that are both social and solitary.",81,No,52,2014 - 2018
Evaluating the Quick Fix: Weight Loss Drugs and Cellular Respiration,https://doi.org/10.24918/cs.2017.17,Lesson,2017,"Biochemistry and Molecular Biology, Cell Biology, Introduction Biology","data analysis, Cellular Respiration, Electron Transport Chain, Energy transformations, Mitochondria, Oxidative phosphorylation, Weight loss drugs, 2, 4-dinitrophenol (DNP)",Yes,"the framing story used in the case study about weight loss drugs provides relevance to a variy of learners, as many students are familiar with body image issues. the supplemental application question on cyanide gas exposure offers an opportunity to incorporate a discussion of environmental social justice. the lesson design allows students to engage with the content in a variy of ways: individual self-paced homework, clicker questions, peer discussion, data interpration, and graphing. clicker questions are a low-stakes learning opportunity that helps teachers identify misconceptions and generate class discussion to address misconceptions. students may be placed into herogeneous learning teams at the beginning of the semester (or class) to encourage cooperative learning and peer mentoring.",115,No,51,2014 - 2018
Linking Genotype to Phenotype: The Effect of a Mutation in Gibberellic Acid Production on Plant Germination,https://doi.org/10.24918/cs.2017.18,Lesson,2017,"Cell Biology, Developmental Biology, Genetics, Introduction Biology, Plant Biology","genetics, development, mutation, germination, plant, Genotype/Phenotype, Hormone, Seed",Yes,"this activity was brought into a lecture sting instead of a laboratory sting specifically for the purpose of engaging students with course material in an inclusive format as active learning strategies increase student learning and success in stem courses, including underrepresented minority students (21,22). this lesson works very well in an introductory biology course for students with varying backgrounds in biological sciences. because this activity does not require students to have prerequisite knowledge from other courses or specific laboratory skills, all students participate in the experimental sup and procedures. to address the diversity of learning types within the classroom and to help make sure all students have the opportunity to understand the activity, instructions are provided both in print-form on a handout (supporting material s4) and presented on powerpoint slides (supporting material s2) as the students s up the experiment. students perform the entire activity with a partner, giving them the opportunity to discuss their results and the assignment with at least one other person.",165,No,50,2014 - 2018
Investigating the Function of a Transport Protein: Where is ABCB6 Located in Human Cells?,https://doi.org/10.24918/cs.2017.19,Lesson,2017,Cell Biology,"ABC transporter family, Differential centrifugation, Immunoblotting, Immunofluorescence assay, Protein localization, Purifying organelles, SDS-PAGE",Yes,"this lesson uses groups of three with roles that were defined by the pogil mhod. each group member has a specific role: manager, recorder, and presenter; explained below. the roles rotate weekly to ensure that students have the opportunity to experience each role. this structure encourages students with different backgrounds to share their knowledge. for example, students from underrepresented groups will have the chance to play each type of role, rather than only the roles that students from the predominant group might unconsciously restrict them to.",86,No,49,2014 - 2018
