Title;DOI;Article Type?;Year;Courses:;keyword themes;Inclusive Teaching  included?;Word Count of Inclusive Teaching?;Attended Workshop?;article_num;Group Year;it_tokens_3w;dei_related
An active-learning lesson that targets student understanding of population growth in ecology;https://doi.org/10.24918/cs.2017.11;Lesson;2017;Ecology, Introduction Biology;population growth, exponential growth, logistic growth, population ecology, growth rate, Density, Abundance, carrying capacity, linear growth;Yes;126;NA;57;2014 - 2018;peer led discussion;FALSE
An active-learning lesson that targets student understanding of population growth in ecology;https://doi.org/10.24918/cs.2017.11;Lesson;2017;Ecology, Introduction Biology;population growth, exponential growth, logistic growth, population ecology, growth rate, Density, Abundance, carrying capacity, linear growth;Yes;126;NA;57;2014 - 2018;anonymous response system;FALSE
An active-learning lesson that targets student understanding of population growth in ecology;https://doi.org/10.24918/cs.2017.11;Lesson;2017;Ecology, Introduction Biology;population growth, exponential growth, logistic growth, population ecology, growth rate, Density, Abundance, carrying capacity, linear growth;Yes;126;NA;57;2014 - 2018;response system clickers;FALSE
An active-learning lesson that targets student understanding of population growth in ecology;https://doi.org/10.24918/cs.2017.11;Lesson;2017;Ecology, Introduction Biology;population growth, exponential growth, logistic growth, population ecology, growth rate, Density, Abundance, carrying capacity, linear growth;Yes;126;NA;57;2014 - 2018;reduce student discomfort;FALSE
An active-learning lesson that targets student understanding of population growth in ecology;https://doi.org/10.24918/cs.2017.11;Lesson;2017;Ecology, Introduction Biology;population growth, exponential growth, logistic growth, population ecology, growth rate, Density, Abundance, carrying capacity, linear growth;Yes;126;NA;57;2014 - 2018;collaborative learning environment;TRUE
Promoting Climate Change Literacy for Non-majors: Implementation of an atmospheric carbon dioxide modeling activity as an inquiry-based classroom activity;https://doi.org/10.24918/cs.2017.12;Lesson;2017;Introduction Biology, Science Process Skills;modeling, Excel, quantitative, climate change, Environmental Biology, atmospheric carbon dioxide;Yes;54;NA;56;2014 - 2018;lesson provides students;FALSE
Promoting Climate Change Literacy for Non-majors: Implementation of an atmospheric carbon dioxide modeling activity as an inquiry-based classroom activity;https://doi.org/10.24918/cs.2017.12;Lesson;2017;Introduction Biology, Science Process Skills;modeling, Excel, quantitative, climate change, Environmental Biology, atmospheric carbon dioxide;Yes;54;NA;56;2014 - 2018;material including reading;FALSE
Promoting Climate Change Literacy for Non-majors: Implementation of an atmospheric carbon dioxide modeling activity as an inquiry-based classroom activity;https://doi.org/10.24918/cs.2017.12;Lesson;2017;Introduction Biology, Science Process Skills;modeling, Excel, quantitative, climate change, Environmental Biology, atmospheric carbon dioxide;Yes;54;NA;56;2014 - 2018;including reading interactive;TRUE
Promoting Climate Change Literacy for Non-majors: Implementation of an atmospheric carbon dioxide modeling activity as an inquiry-based classroom activity;https://doi.org/10.24918/cs.2017.12;Lesson;2017;Introduction Biology, Science Process Skills;modeling, Excel, quantitative, climate change, Environmental Biology, atmospheric carbon dioxide;Yes;54;NA;56;2014 - 2018;reading interactive discussion;TRUE
Promoting Climate Change Literacy for Non-majors: Implementation of an atmospheric carbon dioxide modeling activity as an inquiry-based classroom activity;https://doi.org/10.24918/cs.2017.12;Lesson;2017;Introduction Biology, Science Process Skills;modeling, Excel, quantitative, climate change, Environmental Biology, atmospheric carbon dioxide;Yes;54;NA;56;2014 - 2018;different learning preferences;FALSE
Promoting Climate Change Literacy for Non-majors: Implementation of an atmospheric carbon dioxide modeling activity as an inquiry-based classroom activity;https://doi.org/10.24918/cs.2017.12;Lesson;2017;Introduction Biology, Science Process Skills;modeling, Excel, quantitative, climate change, Environmental Biology, atmospheric carbon dioxide;Yes;54;NA;56;2014 - 2018;three students can;FALSE
Promoting Climate Change Literacy for Non-majors: Implementation of an atmospheric carbon dioxide modeling activity as an inquiry-based classroom activity;https://doi.org/10.24918/cs.2017.12;Lesson;2017;Introduction Biology, Science Process Skills;modeling, Excel, quantitative, climate change, Environmental Biology, atmospheric carbon dioxide;Yes;54;NA;56;2014 - 2018;students can work;FALSE
Promoting Climate Change Literacy for Non-majors: Implementation of an atmospheric carbon dioxide modeling activity as an inquiry-based classroom activity;https://doi.org/10.24918/cs.2017.12;Lesson;2017;Introduction Biology, Science Process Skills;modeling, Excel, quantitative, climate change, Environmental Biology, atmospheric carbon dioxide;Yes;54;NA;56;2014 - 2018;distinct knowledge strengths;TRUE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;modules make use;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;genome browser students;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;browser students can;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;students can watch;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;can watch videos;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;explain key terms;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;visually explore dna;TRUE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;explore dna sequence;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;study gene structure;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;team based cooperative;TRUE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;based cooperative approach;TRUE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;students work togher;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;understand eukaryotic gene;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;eukaryotic gene structure;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;classrooms instructors work;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;instructors work closely;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;modules also expose;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;also expose students;TRUE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;important bioinformatics research;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;bioinformatics research tool;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;ucsc genome browser;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;gep ucsc genome;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;ucsc genome browser;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;genome browser mirror;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;publicly available online;TRUE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;modules provide training;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;freely available tools;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;understand complex biological;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;complex biological phenomena;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;also train students;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;course based research;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;based research experience;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;research experience involving;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;experience involving gene;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;involving gene annotation;FALSE
This lesson provides students with different ways to engage with the material, including reading, interactive discussion, and hands-on computer work. As a result, it creates an inclusive atmosphere for students with different learning preferences. By working in pairs or groups of three, students can work with students who have distinct knowledge, strengths, and experiences.;https://doi.org/10.24918/cs.2017.13;Lesson;2017;Biochemistry and Molecular Biology, Bioinformatics, Genetics;bioinformatics, Genome Browser, genomics, RNAseq ,splicing, Computer Model, Gene Structure;Yes;238;NA;55;2014 - 2018;year colleges universities;FALSE
Serotonin in the Pocket: Non-covalent interactions and neurotransmitter binding;https://doi.org/10.24918/cs.2017.14;Lesson;2017;Biochemistry and Molecular Biology;active site, binding, binding site, hydrogen bonding, hydrophobic effect, ionic interactions, non-covalent forces;Yes;107;NA;54;2014 - 2018;lesson reviews knowledge;TRUE
Serotonin in the Pocket: Non-covalent interactions and neurotransmitter binding;https://doi.org/10.24918/cs.2017.14;Lesson;2017;Biochemistry and Molecular Biology;active site, binding, binding site, hydrogen bonding, hydrophobic effect, ionic interactions, non-covalent forces;Yes;107;NA;54;2014 - 2018;background knowledge differently;TRUE
Serotonin in the Pocket: Non-covalent interactions and neurotransmitter binding;https://doi.org/10.24918/cs.2017.14;Lesson;2017;Biochemistry and Molecular Biology;active site, binding, binding site, hydrogen bonding, hydrophobic effect, ionic interactions, non-covalent forces;Yes;107;NA;54;2014 - 2018;knowledge differently therefore;FALSE
Serotonin in the Pocket: Non-covalent interactions and neurotransmitter binding;https://doi.org/10.24918/cs.2017.14;Lesson;2017;Biochemistry and Molecular Biology;active site, binding, binding site, hydrogen bonding, hydrophobic effect, ionic interactions, non-covalent forces;Yes;107;NA;54;2014 - 2018;chosen binding site;FALSE
Serotonin in the Pocket: Non-covalent interactions and neurotransmitter binding;https://doi.org/10.24918/cs.2017.14;Lesson;2017;Biochemistry and Molecular Biology;active site, binding, binding site, hydrogen bonding, hydrophobic effect, ionic interactions, non-covalent forces;Yes;107;NA;54;2014 - 2018;lesson includes interpration;FALSE
Serotonin in the Pocket: Non-covalent interactions and neurotransmitter binding;https://doi.org/10.24918/cs.2017.14;Lesson;2017;Biochemistry and Molecular Biology;active site, binding, binding site, hydrogen bonding, hydrophobic effect, ionic interactions, non-covalent forces;Yes;107;NA;54;2014 - 2018;different learning modalities;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;using genic technologies;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;examining multiple viewpoints;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;particular sample compiled;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;sample compiled data;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;first year medical;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;year medical students;TRUE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;professional focus might;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;relatively homogenous group;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;homogenous group however;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;classroom discussion cases;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;discussion cases importantly;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;case collection also;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;collection also addresses;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;also addresses racial;TRUE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;differences bween precision;FALSE
Casting a Wide Net via Case Studies: Educating across the undergraduate to medical school continuum in the biological sciences;https://doi.org/10.24918/cs.2017.15;Teaching Tools and Strategies;2017;Genetics;genetic testing, direct-to-consumer genetic testing, informed consent, prenatal screening, secondary findings, whole genome sequencing;Yes;143;NA;53;2014 - 2018;bween precision medicine;FALSE
